"Chromosome","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4"
"NC_003070.9",238196,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238197,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,6
"NC_003070.9",238198,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,6
"NC_003070.9",238201,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238206,"-","CHH",0,0,8,9,1,10,0,0,2,0,0,1
"NC_003070.9",238213,"-","CHH",0,0,8,0,0,12,0,0,2,100,1,0
"NC_003070.9",238216,"-","CHH",0,0,7,0,0,12,0,0,2,0,0,1
"NC_003070.9",238223,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238224,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238239,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,5
"NC_003070.9",238246,"-","CHH",0,0,8,0,0,14,0,0,2,0,0,1
"NC_003070.9",238253,"-","CHH",0,0,8,7,1,13,0,0,2,0,0,1
"NC_003070.9",238256,"-","CHH",0,0,8,15,2,11,0,0,2,0,0,1
"NC_003070.9",238260,"-","CHH",0,0,8,8,1,12,0,0,2,0,0,1
"NC_003070.9",238262,"+","CHH",6,1,16,7,1,13,0,0,2,17,1,5
"NC_003070.9",238274,"+","CHH",0,0,17,0,0,14,0,0,2,17,1,5
"NC_003070.9",238277,"+","CHH",0,0,17,0,0,12,0,0,2,20,1,4
"NC_003070.9",238279,"+","CHH",0,0,17,0,0,13,0,0,2,33,2,4
"NC_003070.9",238281,"+","CHH",0,0,16,20,2,8,0,0,2,20,1,4
"NC_003070.9",238283,"+","CHH",0,0,17,0,0,14,0,0,2,17,1,5
"NC_003070.9",238285,"+","CHH",12,2,15,50,7,7,0,0,1,17,1,5
"NC_003070.9",238295,"+","CHH",0,0,17,0,0,13,0,0,2,20,1,4
"NC_003070.9",238304,"+","CHH",0,0,17,14,2,12,0,0,2,17,1,5
"NC_003070.9",238307,"-","CHH",0,0,8,0,0,13,0,0,2,0,0,2
"NC_003070.9",238309,"-","CHH",0,0,8,0,0,13,0,0,2,0,0,2
"NC_003070.9",238311,"+","CHH",0,0,16,14,2,12,0,0,2,17,1,5
"NC_003070.9",238312,"+","CHH",0,0,16,14,2,12,0,0,2,17,1,5
"NC_003070.9",238318,"+","CHG",29,5,12,36,5,9,50,1,1,17,1,5
"NC_003070.9",238320,"-","CHG",25,2,6,33,4,8,0,0,2,0,0,2
"NC_003070.9",238324,"+","CHH",13,2,14,14,2,12,0,0,2,17,1,5
"NC_003070.9",238329,"+","CHH",18,3,14,14,2,12,50,1,1,33,2,4
"NC_003070.9",238335,"+","CHH",53,9,8,33,4,8,50,1,1,17,1,5
"NC_003070.9",238346,"+","CHG",88,15,2,86,12,2,100,2,0,100,6,0
"NC_003070.9",238348,"-","CHG",100,8,0,100,13,0,50,1,1,100,2,0
"NC_003070.9",238363,"-","CHH",75,6,2,33,4,8,50,1,1,100,2,0
"NC_003070.9",238366,"+","CHG",75,12,4,57,8,6,0,0,2,83,5,1
"NC_003070.9",238367,"+","CG",100,17,0,100,14,0,100,2,0,100,6,0
"NC_003070.9",238368,"-","CG",100,8,0,100,11,0,50,1,1,100,2,0
"NC_003070.9",238369,"-","CHG",86,6,1,70,7,3,0,0,2,100,1,0
"NC_003070.9",238374,"+","CHH",31,5,11,29,4,10,0,0,2,50,3,3
"NC_003070.9",238388,"-","CHH",50,4,4,30,3,7,50,1,1,50,1,1
"NC_003070.9",238389,"+","CHG",100,17,0,92,12,1,100,2,0,83,5,1
"NC_003070.9",238391,"-","CHG",88,7,1,83,10,2,50,1,1,100,2,0
"NC_003070.9",238396,"-","CHH",14,1,6,36,4,7,50,1,1,50,1,1
"NC_003070.9",238401,"+","CHH",18,3,14,0,0,14,0,0,2,17,1,5
"NC_003070.9",238405,"-","CHH",29,2,5,42,5,7,50,1,1,0,0,2
"NC_003070.9",238408,"-","CHH",17,1,5,11,1,8,0,0,2,0,0,2
"NC_003070.9",238413,"-","CHH",57,4,3,33,4,8,0,0,1,50,1,1
"NC_003070.9",238414,"-","CHH",14,1,6,9,1,10,0,0,2,0,0,2
"NC_003070.9",238415,"-","CHH",13,1,7,8,1,11,0,0,2,0,0,2
"NC_003070.9",238417,"+","CG",94,16,1,75,9,3,50,1,1,83,5,1
"NC_003070.9",238418,"-","CG",63,5,3,73,8,3,100,1,0,50,1,1
"NC_003070.9",238419,"-","CHG",13,1,7,0,0,9,0,0,1,0,0,2
"NC_003070.9",238422,"+","CHH",0,0,17,0,0,14,0,0,2,17,1,5
"NC_003070.9",238424,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,4
"NC_003070.9",238425,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,5
"NC_003070.9",238426,"+","CHH",41,7,10,29,4,10,0,0,2,25,1,3
"NC_003070.9",238432,"+","CHH",6,1,16,0,0,14,0,0,2,0,0,5
"NC_003070.9",238440,"+","CHH",6,1,16,0,0,14,0,0,2,0,0,6
"NC_003070.9",238442,"+","CHH",9,1,10,13,1,7,100,1,0,33,1,2
"NC_003070.9",238444,"+","CHH",6,1,15,0,0,14,0,0,2,0,0,5
"NC_003070.9",238446,"+","CG",94,15,1,100,14,0,100,2,0,100,6,0
"NC_003070.9",238447,"-","CG",83,5,1,82,9,2,100,1,0,100,2,0
"NC_003070.9",238448,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238449,"+","CHH",0,0,16,0,0,13,0,0,2,0,0,5
"NC_003070.9",238451,"+","CHH",6,1,16,17,2,10,0,0,1,17,1,5
"NC_003070.9",238452,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238453,"+","CHG",36,5,9,43,6,8,50,1,1,33,2,4
"NC_003070.9",238455,"-","CHG",63,5,3,55,6,5,50,1,1,0,0,2
"NC_003070.9",238456,"+","CHH",6,1,16,0,0,14,0,0,2,0,0,6
"NC_003070.9",238462,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,6
"NC_003070.9",238464,"+","CHH",0,0,17,0,0,14,0,0,2,0,0,6
"NC_003070.9",238465,"+","CHH",13,2,14,13,2,13,0,0,1,0,0,6
"NC_003070.9",238468,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238470,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238471,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238473,"+","CG",88,14,2,100,15,0,100,2,0,100,6,0
"NC_003070.9",238474,"-","CG",100,6,0,100,9,0,50,1,1,50,1,1
"NC_003070.9",238477,"-","CHH",57,4,3,17,2,10,0,0,2,50,1,1
"NC_003070.9",238479,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238480,"+","CHH",0,0,16,0,0,15,0,0,2,0,0,6
"NC_003070.9",238482,"+","CG",100,15,0,100,15,0,100,2,0,100,6,0
"NC_003070.9",238483,"-","CG",100,8,0,82,9,2,100,2,0,100,1,0
"NC_003070.9",238485,"-","CHH",43,3,4,18,2,9,0,0,2,0,0,2
"NC_003070.9",238487,"+","CG",100,16,0,100,15,0,100,2,0,100,6,0
"NC_003070.9",238488,"-","CG",100,8,0,100,11,0,100,2,0,0,0,2
"NC_003070.9",238489,"-","CHG",88,7,1,30,3,7,0,0,2,0,0,2
"NC_003070.9",238490,"+","CG",100,14,0,100,13,0,100,2,0,100,5,0
"NC_003070.9",238491,"-","CG",100,8,0,100,12,0,100,2,0,0,0,2
"NC_003070.9",238492,"+","CG",94,15,1,100,15,0,100,2,0,100,6,0
"NC_003070.9",238493,"-","CG",100,8,0,100,12,0,100,2,0,0,0,2
"NC_003070.9",238495,"-","CHH",13,1,7,0,0,11,50,1,1,0,0,2
"NC_003070.9",238496,"-","CHH",0,0,7,11,1,8,50,1,1,0,0,2
"NC_003070.9",238497,"+","CG",86,12,2,100,12,0,100,2,0,100,5,0
"NC_003070.9",238498,"-","CG",100,7,0,100,12,0,100,2,0,50,1,1
"NC_003070.9",238499,"-","CHG",0,0,7,0,0,11,0,0,2,0,0,2
"NC_003070.9",238500,"+","CHH",19,3,13,13,2,13,0,0,2,0,0,6
"NC_003070.9",238502,"+","CHH",25,3,9,27,4,11,0,0,2,20,1,4
"NC_003070.9",238503,"+","CHH",83,10,2,67,8,4,0,0,2,80,4,1
"NC_003070.9",238506,"+","CHH",88,14,2,50,7,7,0,0,2,60,3,2
"NC_003070.9",238509,"+","CG",100,16,0,100,14,0,100,2,0,100,6,0
"NC_003070.9",238510,"-","CG",100,8,0,100,10,0,100,2,0,50,1,1
"NC_003070.9",238511,"+","CHG",100,15,0,71,10,4,50,1,1,83,5,1
"NC_003070.9",238512,"+","CG",100,16,0,100,12,0,100,2,0,100,6,0
"NC_003070.9",238513,"-","CG",100,8,0,100,11,0,100,1,0,50,1,1
"NC_003070.9",238514,"-","CHG",100,8,0,100,10,0,100,2,0,50,1,1
"NC_003070.9",238515,"+","CG",100,16,0,100,13,0,100,2,0,100,6,0
"NC_003070.9",238516,"-","CG",100,8,0,100,12,0,100,2,0,100,2,0
"NC_003070.9",238518,"+","CG",100,16,0,100,12,0,100,1,0,100,5,0
"NC_003070.9",238519,"-","CG",100,8,0,100,11,0,100,2,0,100,2,0
"NC_003070.9",238520,"-","CHG",63,5,3,100,9,0,100,2,0,100,2,0
"NC_003070.9",238522,"+","CHH",31,5,11,0,0,12,0,0,2,33,2,4
"NC_003070.9",238524,"+","CHH",21,3,11,13,2,13,0,0,2,0,0,5
"NC_003070.9",238525,"+","CHH",20,3,12,14,2,12,0,0,2,0,0,5
"NC_003070.9",238529,"+","CHH",19,3,13,13,2,13,0,0,2,0,0,6
"NC_003070.9",238532,"-","CHH",50,4,4,50,6,6,0,0,2,0,0,2
"NC_003070.9",238536,"+","CHH",13,2,14,23,3,10,0,0,2,0,0,5
"NC_003070.9",238537,"+","CHG",100,14,0,100,14,0,100,2,0,100,6,0
"NC_003070.9",238539,"-","CHG",88,7,1,100,11,0,100,2,0,100,2,0
"NC_003070.9",238544,"-","CHH",14,1,6,8,1,11,50,1,1,0,0,1
"NC_003070.9",238550,"+","CHH",13,2,14,20,3,12,0,0,2,0,0,6
"NC_003070.9",238555,"+","CHH",0,0,15,7,1,14,0,0,2,0,0,5
"NC_003070.9",238559,"-","CHH",25,2,6,45,5,6,50,1,1,50,1,1
"NC_003070.9",238562,"-","CHH",0,0,8,8,1,11,0,0,2,0,0,2
"NC_003070.9",238564,"+","CHH",7,1,14,15,2,11,0,0,2,0,0,6
"NC_003070.9",238567,"+","CHH",6,1,15,20,3,12,0,0,2,0,0,6
"NC_003070.9",238571,"-","CHH",25,2,6,0,0,10,0,0,2,0,0,2
"NC_003070.9",238572,"-","CHH",13,1,7,0,0,12,0,0,2,0,0,2
"NC_003070.9",238578,"-","CHH",63,5,3,42,5,7,50,1,1,50,1,1
"NC_003070.9",238581,"-","CHH",25,2,6,0,0,12,0,0,2,0,0,2
"NC_003070.9",238582,"+","CHH",6,1,15,7,1,14,0,0,1,17,1,5
"NC_003070.9",238586,"-","CHH",63,5,3,75,9,3,100,2,0,100,2,0
"NC_003070.9",238588,"-","CHH",0,0,8,9,1,10,0,0,1,0,0,2
"NC_003070.9",238589,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238590,"+","CHH",6,1,15,0,0,14,0,0,2,0,0,6
"NC_003070.9",238592,"+","CHH",7,1,14,0,0,15,0,0,2,0,0,6
"NC_003070.9",238597,"+","CHH",19,3,13,0,0,15,0,0,2,0,0,6
"NC_003070.9",238603,"-","CHH",0,0,6,33,4,8,50,1,1,50,1,1
"NC_003070.9",238604,"-","CHH",0,0,7,9,1,10,0,0,1,0,0,2
"NC_003070.9",238606,"-","CHH",0,0,7,10,1,9,50,1,1,0,0,2
"NC_003070.9",238608,"-","CHH",0,0,6,9,1,10,50,1,1,0,0,2
"NC_003070.9",238609,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238611,"-","CHH",29,2,5,17,2,10,0,0,2,0,0,2
"NC_003070.9",238613,"-","CHH",0,0,7,0,0,11,0,0,2,0,0,2
"NC_003070.9",238615,"-","CHH",13,1,7,8,1,11,0,0,2,0,0,2
"NC_003070.9",238618,"-","CHH",38,3,5,58,7,5,0,0,2,50,1,1
"NC_003070.9",238620,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238623,"-","CHH",0,0,8,0,0,11,0,0,2,0,0,2
"NC_003070.9",238624,"+","CHG",87,13,2,69,9,4,50,1,1,67,4,2
"NC_003070.9",238626,"-","CHG",75,6,2,67,8,4,50,1,1,100,2,0
"NC_003070.9",238629,"+","CHH",38,6,10,21,3,11,0,0,2,50,3,3
"NC_003070.9",238632,"-","CHH",50,4,4,40,4,6,0,0,2,50,1,1
"NC_003070.9",238634,"-","CHH",25,2,6,0,0,11,0,0,2,50,1,1
"NC_003070.9",238636,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,2
"NC_003070.9",238640,"-","CHH",25,2,6,75,6,2,0,0,2,0,0,1
"NC_003070.9",238641,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238642,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238647,"-","CHH",38,3,5,30,3,7,0,0,2,0,0,2
"NC_003070.9",238648,"-","CHH",13,1,7,10,1,9,0,0,2,0,0,2
"NC_003070.9",238651,"+","CHH",0,0,16,0,0,14,0,0,2,0,0,6
"NC_003070.9",238654,"-","CHH",25,2,6,33,3,6,0,0,2,50,1,1
"NC_003070.9",238655,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2
"NC_003070.9",238658,"+","CHG",88,14,2,93,13,1,50,1,1,100,5,0
"NC_003070.9",238660,"-","CHG",75,6,2,80,8,2,100,2,0,100,2,0
"NC_003070.9",238662,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238663,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238664,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238667,"+","CHG",94,15,1,100,14,0,100,2,0,67,4,2
"NC_003070.9",238669,"-","CHG",75,6,2,100,10,0,100,2,0,100,2,0
"NC_003070.9",238672,"-","CHH",14,1,6,0,0,9,0,0,2,0,0,1
"NC_003070.9",238673,"-","CHH",14,1,6,0,0,9,0,0,2,0,0,1
"NC_003070.9",238675,"+","CG",100,15,0,92,12,1,50,1,1,67,4,2
"NC_003070.9",238676,"-","CG",75,6,2,100,10,0,100,2,0,100,2,0
"NC_003070.9",238678,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238679,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238680,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238682,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238685,"+","CHH",13,2,14,8,1,12,0,0,2,0,0,6
"NC_003070.9",238689,"-","CHH",38,3,5,11,1,8,50,1,1,50,1,1
"NC_003070.9",238690,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238692,"+","CHH",13,2,14,0,0,13,0,0,2,0,0,4
"NC_003070.9",238694,"+","CHG",100,16,0,77,10,3,50,1,1,100,5,0
"NC_003070.9",238696,"-","CHG",100,8,0,100,10,0,100,2,0,100,2,0
"NC_003070.9",238699,"+","CHH",21,3,11,8,1,11,0,0,2,40,2,3
"NC_003070.9",238702,"-","CHH",63,5,3,40,4,6,0,0,2,100,2,0
"NC_003070.9",238705,"+","CG",94,15,1,85,11,2,100,2,0,100,5,0
"NC_003070.9",238706,"-","CG",100,8,0,90,9,1,100,2,0,100,1,0
"NC_003070.9",238707,"+","CHG",75,12,4,69,9,4,0,0,2,100,5,0
"NC_003070.9",238709,"-","CHG",88,7,1,80,8,2,100,2,0,100,2,0
"NC_003070.9",238710,"-","CHH",0,0,8,20,2,8,0,0,2,0,0,2
"NC_003070.9",238712,"+","CHH",0,0,13,0,0,13,0,0,2,0,0,6
"NC_003070.9",238715,"-","CHH",0,0,8,0,0,9,0,0,2,0,0,2
"NC_003070.9",238716,"-","CHH",0,0,6,10,1,9,0,0,2,0,0,1
"NC_003070.9",238718,"-","CHH",13,1,7,10,1,9,0,0,2,50,1,1
"NC_003070.9",238720,"-","CHH",0,0,6,10,1,9,0,0,2,50,1,1
"NC_003070.9",238721,"+","CHG",93,13,1,69,9,4,0,0,2,100,6,0
"NC_003070.9",238723,"-","CHG",71,5,2,100,10,0,50,1,1,100,2,0
"NC_003070.9",238725,"+","CHH",14,2,12,8,1,12,0,0,2,20,1,4
"NC_003070.9",238727,"+","CG",100,14,0,83,10,2,0,0,2,100,5,0
"NC_003070.9",238728,"-","CG",100,6,0,100,10,0,50,1,1,100,2,0
"NC_003070.9",238729,"+","CHH",8,1,12,0,0,12,0,0,2,0,0,5
"NC_003070.9",238732,"+","CHH",0,0,15,0,0,12,0,0,2,0,0,6
"NC_003070.9",238735,"+","CHH",0,0,15,0,0,12,0,0,2,0,0,6
"NC_003070.9",238739,"-","CHH",86,6,1,40,4,6,50,1,1,50,1,1
"NC_003070.9",238740,"+","CHG",87,13,2,77,10,3,50,1,1,83,5,1
"NC_003070.9",238741,"+","CG",100,15,0,100,13,0,100,2,0,100,6,0
"NC_003070.9",238742,"-","CG",100,8,0,100,8,0,100,2,0,100,2,0
"NC_003070.9",238743,"-","CHG",88,7,1,88,7,1,100,2,0,100,2,0
"NC_003070.9",238745,"-","CHH",25,1,3,11,1,8,0,0,2,0,0,1
"NC_003070.9",238746,"-","CHH",50,3,3,14,1,6,0,0,2,0,0,1
"NC_003070.9",238748,"+","CHH",0,0,15,15,2,11,0,0,2,0,0,6
"NC_003070.9",238752,"+","CHH",40,6,9,25,3,9,0,0,2,67,4,2
"NC_003070.9",238755,"-","CHH",0,0,8,0,0,10,0,0,2,0,0,2
"NC_003070.9",238757,"+","CHH",7,1,14,0,0,12,0,0,2,0,0,6
"NC_003070.9",238762,"-","CHH",38,3,5,10,1,9,33,1,2,0,0,2
"NC_003070.9",238763,"+","CHH",0,0,15,0,0,13,0,0,2,0,0,6
"NC_003070.9",238766,"+","CHH",20,3,12,17,2,10,0,0,2,20,1,4
"NC_003070.9",238769,"+","CHH",40,6,9,25,3,9,0,0,2,67,4,2
"NC_003070.9",238771,"+","CHH",21,3,11,8,1,11,0,0,2,40,2,3
"NC_003070.9",238774,"-","CHH",71,5,2,100,9,0,100,3,0,100,2,0
"NC_003070.9",238776,"+","CG",100,13,0,100,13,0,100,2,0,100,6,0
"NC_003070.9",238777,"-","CG",100,6,0,100,10,0,100,3,0,100,2,0
"NC_003070.9",238778,"-","CHG",17,1,5,56,5,4,67,2,1,100,2,0
"NC_003070.9",238779,"+","CHH",0,0,15,0,0,13,0,0,2,0,0,6
"NC_003070.9",238782,"-","CHH",38,3,5,30,3,7,33,1,2,0,0,2
"NC_003070.9",238786,"+","CHH",21,3,11,0,0,12,0,0,2,0,0,6
"NC_003070.9",238788,"+","CHH",23,3,10,8,1,12,0,0,2,20,1,4
"NC_003070.9",238791,"+","CHH",31,4,9,8,1,12,0,0,2,20,1,4
"NC_003070.9",238793,"+","CHH",7,1,14,0,0,12,0,0,2,0,0,5
"NC_003070.9",238794,"+","CHH",14,2,12,8,1,11,0,0,2,25,1,3
"NC_003070.9",238795,"+","CHH",20,3,12,8,1,11,0,0,2,33,2,4
"NC_003070.9",238798,"-","CHH",0,0,7,0,0,8,0,0,3,0,0,2
"NC_003070.9",238799,"-","CHH",0,0,7,0,0,8,0,0,3,0,0,2
"NC_003070.9",238800,"+","CHG",27,4,11,31,4,9,0,0,2,17,1,5
"NC_003070.9",238802,"-","CHG",17,1,5,11,1,8,33,1,2,0,0,2
"NC_003070.9",238806,"+","CHG",93,14,1,85,11,2,50,1,1,83,5,1
"NC_003070.9",238808,"-","CHG",86,6,1,100,9,0,100,3,0,100,2,0
"NC_003070.9",238810,"-","CHH",0,0,7,0,0,9,0,0,3,0,0,2
"NC_003070.9",238811,"+","CHH",46,6,7,31,4,9,0,0,2,33,2,4
"NC_003070.9",238814,"+","CHH",8,1,11,10,1,9,0,0,2,0,0,3
"NC_003070.9",238817,"+","CG",100,15,0,100,13,0,50,1,1,100,5,0
"NC_003070.9",238818,"-","CG",100,5,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238819,"-","CHG",29,2,5,38,3,5,0,0,3,50,1,1
"NC_003070.9",238822,"+","CG",100,15,0,100,12,0,100,1,0,100,5,0
"NC_003070.9",238823,"-","CG",100,7,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238825,"+","CHH",8,1,12,0,0,12,0,0,2,20,1,4
"NC_003070.9",238828,"+","CHH",0,0,15,0,0,13,0,0,2,0,0,5
"NC_003070.9",238830,"+","CG",92,12,1,90,9,1,100,2,0,100,5,0
"NC_003070.9",238831,"-","CG",100,6,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238836,"+","CHH",0,0,15,0,0,13,0,0,2,0,0,5
"NC_003070.9",238838,"+","CG",100,15,0,92,11,1,0,0,2,100,5,0
"NC_003070.9",238839,"-","CG",100,7,0,100,9,0,67,2,1,0,0,2
"NC_003070.9",238840,"-","CHG",100,7,0,78,7,2,0,0,3,0,0,2
"NC_003070.9",238844,"+","CHH",7,1,14,0,0,13,0,0,2,0,0,5
"NC_003070.9",238846,"+","CHH",14,2,12,9,1,10,50,1,1,0,0,5
"NC_003070.9",238847,"+","CHH",13,2,13,8,1,11,0,0,2,20,1,4
"NC_003070.9",238851,"-","CHH",71,5,2,44,4,5,67,2,1,0,0,1
"NC_003070.9",238853,"+","CHH",31,4,9,15,2,11,0,0,2,40,2,3
"NC_003070.9",238855,"+","CHH",38,5,8,15,2,11,0,0,1,0,0,3
"NC_003070.9",238857,"+","CHH",27,4,11,0,0,11,0,0,2,33,1,2
"NC_003070.9",238860,"-","CHH",14,1,6,0,0,9,0,0,3,0,0,2
"NC_003070.9",238862,"+","CHH",14,2,12,0,0,12,0,0,2,0,0,3
"NC_003070.9",238865,"+","CHG",100,15,0,75,9,3,100,2,0,100,5,0
"NC_003070.9",238867,"-","CHG",86,6,1,88,7,1,100,3,0,100,2,0
"NC_003070.9",238868,"+","CHH",20,3,12,0,0,13,0,0,2,0,0,4
"NC_003070.9",238873,"-","CHH",57,4,3,25,2,6,67,2,1,50,1,1
"NC_003070.9",238875,"-","CHH",0,0,7,0,0,9,33,1,2,0,0,2
"NC_003070.9",238879,"+","CHH",7,1,14,0,0,12,0,0,2,0,0,5
"NC_003070.9",238882,"-","CHH",50,3,3,13,1,7,100,2,0,50,1,1
"NC_003070.9",238885,"-","CHH",71,5,2,56,5,4,100,3,0,50,1,1
"NC_003070.9",238886,"+","CHH",13,2,13,0,0,13,0,0,2,0,0,5
"NC_003070.9",238888,"+","CHG",100,15,0,100,12,0,100,2,0,100,5,0
"NC_003070.9",238890,"-","CHG",100,7,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238893,"+","CHG",100,15,0,100,13,0,100,2,0,100,5,0
"NC_003070.9",238895,"-","CHG",100,7,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238899,"-","CHH",71,5,2,44,4,5,67,2,1,100,2,0
"NC_003070.9",238904,"+","CHH",0,0,15,0,0,12,0,0,2,0,0,5
"NC_003070.9",238907,"-","CHH",0,0,7,29,2,5,33,1,2,0,0,2
"NC_003070.9",238909,"-","CHH",0,0,7,22,2,7,0,0,2,0,0,2
"NC_003070.9",238912,"+","CHG",93,14,1,77,10,3,100,2,0,80,4,1
"NC_003070.9",238914,"-","CHG",100,8,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238915,"-","CHH",13,1,7,11,1,8,0,0,3,0,0,2
"NC_003070.9",238919,"+","CHH",0,0,14,0,0,14,0,0,2,0,0,5
"NC_003070.9",238922,"+","CHG",87,13,2,100,14,0,100,2,0,60,3,2
"NC_003070.9",238924,"-","CHG",100,8,0,89,8,1,100,3,0,100,2,0
"NC_003070.9",238925,"+","CG",100,15,0,100,14,0,100,2,0,100,5,0
"NC_003070.9",238926,"-","CG",100,8,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238927,"-","CHG",13,1,7,38,3,5,33,1,2,100,2,0
"NC_003070.9",238928,"+","CHH",13,2,13,0,0,14,0,0,2,0,0,5
"NC_003070.9",238932,"-","CHH",60,3,2,44,4,5,100,3,0,100,2,0
"NC_003070.9",238933,"-","CHH",0,0,8,22,2,7,50,1,1,50,1,1
"NC_003070.9",238941,"-","CHH",50,4,4,71,5,2,67,2,1,100,2,0
"NC_003070.9",238943,"+","CHH",0,0,13,0,0,13,0,0,2,0,0,5
"NC_003070.9",238945,"+","CHH",0,0,13,8,1,12,0,0,2,0,0,4
"NC_003070.9",238946,"+","CHH",0,0,13,8,1,12,0,0,2,20,1,4
"NC_003070.9",238947,"+","CHH",38,5,8,30,3,7,0,0,2,20,1,4
"NC_003070.9",238949,"+","CHH",38,5,8,43,6,8,50,1,1,20,1,4
"NC_003070.9",238954,"-","CHH",63,5,3,33,3,6,100,3,0,50,1,1
"NC_003070.9",238955,"-","CHH",14,1,6,0,0,9,33,1,2,0,0,2
"NC_003070.9",238956,"-","CHH",17,1,5,0,0,9,0,0,2,0,0,2
"NC_003070.9",238957,"+","CHH",21,3,11,29,4,10,0,0,2,20,1,4
"NC_003070.9",238962,"-","CHH",88,7,1,57,4,3,67,2,1,50,1,1
"NC_003070.9",238964,"+","CHH",0,0,13,0,0,11,0,0,2,0,0,5
"NC_003070.9",238966,"+","CHH",0,0,14,0,0,12,0,0,2,0,0,5
"NC_003070.9",238967,"+","CHH",0,0,15,8,1,12,0,0,2,0,0,5
"NC_003070.9",238968,"+","CHH",0,0,15,7,1,13,0,0,2,25,1,3
"NC_003070.9",238975,"-","CHH",63,5,3,88,7,1,67,2,1,50,1,1
"NC_003070.9",238976,"-","CHH",0,0,5,44,4,5,0,0,3,0,0,1
"NC_003070.9",238977,"-","CHH",0,0,8,0,0,8,0,0,3,0,0,2
"NC_003070.9",238978,"+","CHH",0,0,15,0,0,13,0,0,2,0,0,5
"NC_003070.9",238982,"-","CHH",38,3,5,25,2,6,0,0,3,50,1,1
"NC_003070.9",238983,"+","CHH",0,0,15,7,1,13,0,0,2,0,0,5
"NC_003070.9",238986,"+","CHH",7,1,13,0,0,13,0,0,2,0,0,5
"NC_003070.9",238988,"+","CHH",8,1,12,7,1,13,0,0,2,0,0,5
"NC_003070.9",238991,"+","CHH",0,0,11,0,0,13,0,0,2,0,0,5
"NC_003070.9",238992,"+","CHH",0,0,15,0,0,14,0,0,2,0,0,5
"NC_003070.9",238993,"+","CHG",57,8,6,55,6,5,100,2,0,50,2,2
"NC_003070.9",238994,"+","CG",100,12,0,100,12,0,100,2,0,100,5,0
"NC_003070.9",238995,"-","CG",100,7,0,100,9,0,100,3,0,100,2,0
"NC_003070.9",238997,"+","CHH",29,4,10,29,4,10,50,1,1,0,0,5
"NC_003070.9",239001,"-","CHH",13,1,7,0,0,9,0,0,3,0,0,2
"NC_003070.9",239005,"-","CHH",38,3,5,33,3,6,0,0,3,100,2,0
"NC_003070.9",239007,"+","CHH",13,2,13,0,0,14,0,0,2,0,0,5
